# fmn API schema — the AUTHORED layer (fm-vn6, plan §16.2 / §16.1)
#
# API_SCHEMA.tsv is extracted from the pinned Reference and regenerated by
# scripts/gen_api_schema.py; this file is its human-maintained companion and
# is EDITED BY HAND. Keeping them apart is the point: regenerating the
# bootstrap must never silently discard a ruling, and authoring a ruling must
# never require re-deriving 2276 rows of Reference surface.
#
# The effective schema is the two merged. fmn_conformance::schema is the
# reader; every generator consumes the merged form, so a row added here
# changes generated code and fails the drift gate until the code is
# regenerated. That is the mechanism behind "drift between the front doors is
# a build error" (§16.2).
#
# Section-tagged, tab-separated, std-parseable — no TOML/YAML/JSON dependency
# anywhere in the reader (the SUITE.lock doctrine).

[meta]
overlay_version	1
ledger_reviewed_digest	44dff7ad5943d2a58121c5e6d755142996e7e23052a9c2da8cc04add8659a7fc

# ---------------------------------------------------------------------------
# [canonical] — Appendix C ruling C-9: public-surface typos.
#
# "canonical names in the schema; exact-name aliases in fmn-python". The Rust
# front door and the docs use the canonical name and ONLY the canonical name;
# fmn-python binds BOTH, so a source-unedited manim scene calling
# `mob.add_event_listner(...)` keeps working while new code reads correctly.
# The alias is never deprecated away: it is the Reference's public surface and
# the product contract is API compatibility (AGENTS.md "Backwards
# Compatibility" names the manim surface as a standing exception to the
# no-shims rule).
#
# The plan's C-9 row names three examples. The extracted schema shows the real
# extent is 26 symbols and 2 parameters — `listner` is systematic across the
# whole event surface, not a one-off. Every one is listed; the count is the
# point, since a partial rename would be worse than none.
#
# reference_symbol	canonical_name	ruling	note
[canonical]
manimlib.event_handler.event_dispatcher:EventDispatcher.add_listner	add_listener	C-9	-
manimlib.mobject.coordinate_systems:CoordinateSystem.get_graph_label	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	searches in-bounds sample points from the right then places along the outward normal
manimlib.mobject.coordinate_systems:CoordinateSystem.get_h_line	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	delegates the horizontal dashed drop to the index-one axis projection
manimlib.mobject.coordinate_systems:CoordinateSystem.get_h_line_to_graph	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	routes the graph point through the horizontal dashed-line helper
manimlib.mobject.coordinate_systems:CoordinateSystem.get_line_from_axis_to_point	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	builds the declared dashed line from the perpendicular axis projection with styled stroke
manimlib.mobject.coordinate_systems:CoordinateSystem.get_origin	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	maps a dimension-sized zero coordinate through the live axes
manimlib.mobject.coordinate_systems:CoordinateSystem.get_parametric_curve	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	maps the callable's declared coordinate prefix through native ParametricCurve construction
manimlib.mobject.coordinate_systems:CoordinateSystem.get_riemann_rectangles	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	preserves left right center sampling gradient colors negative styling and per-rect positive flags
manimlib.mobject.coordinate_systems:CoordinateSystem.get_scatterplot	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	maps paired value arrays onto native DotCloud points
manimlib.mobject.coordinate_systems:CoordinateSystem.get_tangent_line	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	rotates and centers a fixed-width line by the tangent angle at the graph point
manimlib.mobject.coordinate_systems:CoordinateSystem.get_v_line	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	delegates the vertical dashed drop to the index-zero axis projection
manimlib.mobject.coordinate_systems:CoordinateSystem.get_v_line_to_graph	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	routes the graph point through the vertical dashed-line helper
manimlib.mobject.coordinate_systems:CoordinateSystem.get_x_axis	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	returns the identity-preserving first concrete axis
manimlib.mobject.coordinate_systems:CoordinateSystem.get_x_axis_label	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	defaults to the RIGHT edge and DL direction beside the x axis
manimlib.mobject.coordinate_systems:CoordinateSystem.get_y_axis	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	returns the identity-preserving second concrete axis
manimlib.mobject.coordinate_systems:CoordinateSystem.get_y_axis_label	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	defaults to the UP edge and DR direction beside the y axis
manimlib.mobject.coordinate_systems:CoordinateSystem.get_z_axis	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	indexes the third concrete axis exactly as the pinned base declares
manimlib.mobject.coordinate_systems:CoordinateSystem.i2gp	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	preserves the input_to_graph_point alias over metadata-backed and function-less graphs
manimlib.mobject.coordinate_systems:CoordinateSystem.input_to_graph_point	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	uses retained functions directly and the pinned quick-curve binary-search fallback otherwise
manimlib.mobject.coordinate_systems:CoordinateSystem.p2c	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	delegates the abbreviation to the concrete live inverse coordinate transform
manimlib.mobject.coordinate_systems:CoordinateSystem.point_to_coords	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the abstract inverse transform that concrete axes implement over live geometry
manimlib.mobject.coordinate_systems:CoordinateSystem.slope_of_tangent	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	takes the tangent of Chisel's measured angle under the same epsilon contract
manimlib.mobject.coordinate_systems:DEFAULT_X_RANGE	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the module constant (-8.0, 8.0, 1.0) used as the Axes x_range default
manimlib.mobject.coordinate_systems:DEFAULT_Y_RANGE	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the module constant (-4.0, 4.0, 1.0) used as the Axes y_range default
manimlib.mobject.coordinate_systems:EPSILON	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the 1e-8 secant step used as the angle_of_tangent dx default
manimlib.mobject.coordinate_systems:NumberPlane	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the authored Axes subclass that hangs faded and background line groups behind the plane
manimlib.mobject.coordinate_systems:NumberPlane.__init__	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	builds native plane line groups and axes from the two-or-three-term range surface and line-style configs
manimlib.mobject.coordinate_systems:NumberPlane.default_axis_config	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	defaults unlabeled tickless white axes with DL number placement
manimlib.mobject.coordinate_systems:NumberPlane.default_y_axis_config	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	defaults y-axis number placement to DL matching the plane's shared axis config
manimlib.mobject.coordinate_systems:NumberPlane.get_axes	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	returns the identity-preserving axes VGroup of the plane's live x and y children
manimlib.mobject.coordinate_systems:NumberPlane.get_lines	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	pairs major and faded line groups across both axis directions
manimlib.mobject.coordinate_systems:NumberPlane.get_lines_parallel_to_axis	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	walks the dense faded ratio grid skipping the axis itself and splitting majors from minors
manimlib.mobject.coordinate_systems:NumberPlane.get_vector	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	draws the zero-buffer arrow between mapped plane coordinates
manimlib.mobject.coordinate_systems:NumberPlane.get_x_unit_size	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	measures the x-axis live length per unit over its range
manimlib.mobject.coordinate_systems:NumberPlane.get_y_unit_size	improved	BN-07	crates/fmn-python/tests/bridge.py	measures the y-axis live length per unit fixing the pinned copy-paste defect that answered from the x axis under C-17
manimlib.mobject.coordinate_systems:NumberPlane.init_background_lines	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	recomposes styled background and faded groups behind the plane exactly as the pinned initializer
manimlib.mobject.coordinate_systems:NumberPlane.prepare_for_nonlinear_transform	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	top-up-inserts curves across the family and enables post-application smoothing
manimlib.mobject.coordinate_systems:ThreeDAxes	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the authored Axes subclass that adds a live z axis and 3D graph and surface helpers
manimlib.mobject.coordinate_systems:ThreeDAxes.__init__	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	builds live x y z NumberLine children from the two-or-three-term range surface and optional z_normal depth
manimlib.mobject.coordinate_systems:ThreeDAxes.add_axis_labels	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	rotates z into place attaches each rounded-axis-direction label and retains the group
manimlib.mobject.coordinate_systems:ThreeDAxes.default_z_axis_config	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the empty z-axis-config class default merged under the constructor z_axis_config
manimlib.mobject.coordinate_systems:ThreeDAxes.dimension	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the class default of 3 so origin and range helpers use three coordinates
manimlib.mobject.coordinate_systems:ThreeDAxes.get_all_ranges	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	returns the live x_range y_range and z_range triple
manimlib.mobject.coordinate_systems:ThreeDAxes.get_graph	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	samples z=func(u,v) as a ParametricSurface then maps it through the live axis basis
manimlib.mobject.coordinate_systems:ThreeDAxes.get_parametric_surface	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	stretches the native surface per live axis units and seats it at the origin
manimlib.mobject.coordinate_systems:full_range_specifier	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	appends a unit step onto two-term ranges and passes complete specifiers through
manimlib.mobject.coordinate_systems:numbers	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is a module-internal stdlib import bound in the Python module namespace
manimlib.mobject.frame:FullScreenFadeRectangle	same	scripts/manim_ref/manimlib/mobject/frame.py	crates/fmn-python/tests/bridge.py	is the authored FullScreenRectangle subclass with the Reference black translucent veil defaults
manimlib.mobject.frame:FullScreenFadeRectangle.__init__	same	scripts/manim_ref/manimlib/mobject/frame.py	crates/fmn-python/tests/bridge.py	preserves explicit veil style and the pinned constructor's accepted-but-unforwarded extra keyword quirk
manimlib.mobject.frame:FullScreenRectangle	same	scripts/manim_ref/manimlib/mobject/frame.py	crates/fmn-python/tests/bridge.py	is the authored ScreenRectangle subclass with exact camera-frame dimensions and Reference style defaults
manimlib.mobject.frame:FullScreenRectangle.__init__	same	scripts/manim_ref/manimlib/mobject/frame.py	crates/fmn-python/tests/bridge.py	preserves custom height fill and stroke configuration over the native frame geometry
manimlib.mobject.frame:ScreenRectangle	same	scripts/manim_ref/manimlib/mobject/frame.py	crates/fmn-python/tests/bridge.py	is the authored Rectangle subclass over Atlas's exact aspect-ratio frame helper
manimlib.mobject.frame:ScreenRectangle.__init__	same	scripts/manim_ref/manimlib/mobject/frame.py	crates/fmn-python/tests/bridge.py	preserves aspect-ratio times height dimensions and ordinary VMobject styling
manimlib.mobject.functions:FunctionGraph	improved	BN-07	crates/fmn-python/tests/bridge.py	is an authored ParametricCurve subclass backed by Atlas sampling whose declared constructor color is no longer silently ignored under C-15
manimlib.mobject.functions:FunctionGraph.__init__	improved	BN-07	crates/fmn-python/tests/bridge.py	preserves function and range metadata hidden discontinuity and smoothing options callback errors and native style while honoring explicit color
manimlib.mobject.functions:ImplicitFunction	same	scripts/manim_ref/manimlib/mobject/functions.py	crates/fmn-python/tests/bridge.py	is an authored VMobject whose bounded Chisel zero-set extraction replaces the external isosurfaces mechanism without changing the public class contract
manimlib.mobject.functions:ImplicitFunction.__init__	same	scripts/manim_ref/manimlib/mobject/functions.py	crates/fmn-python/tests/bridge.py	preserves domain depth leaf budget smoothing joint style empty-set and callback-error semantics through the native Atlas builder
manimlib.mobject.functions:ParametricCurve	same	scripts/manim_ref/manimlib/mobject/functions.py	crates/fmn-python/tests/bridge.py	is the authored VMobject backed by native bounded parameter sampling and shared-anchor Chisel smoothing
manimlib.mobject.functions:ParametricCurve.__init__	same	scripts/manim_ref/manimlib/mobject/functions.py	crates/fmn-python/tests/bridge.py	preserves the exact function range epsilon discontinuity smoothing and style constructor surface while propagating Python callback failures
manimlib.mobject.functions:ParametricCurve.get_function	same	scripts/manim_ref/manimlib/mobject/functions.py	crates/fmn-python/tests/bridge.py	returns retained underlying or direct function metadata and otherwise preserves the Reference None result
manimlib.mobject.functions:ParametricCurve.get_point_from_function	same	scripts/manim_ref/manimlib/mobject/functions.py	crates/fmn-python/tests/bridge.py	evaluates the original Python parameter callable and returns its NumPy point value
manimlib.mobject.functions:ParametricCurve.get_t_func	same	scripts/manim_ref/manimlib/mobject/functions.py	crates/fmn-python/tests/bridge.py	returns the original caller-visible parameter function identity
manimlib.mobject.functions:ParametricCurve.get_x_range	same	scripts/manim_ref/manimlib/mobject/functions.py	crates/fmn-python/tests/bridge.py	returns retained graph range metadata and otherwise preserves the Reference None result
manimlib.mobject.geometry:AnnularSector	improved	BN-09	crates/fmn-python/tests/bridge.py	is an authored VMobject subclass over checked concentric native arcs and one density rule
manimlib.mobject.geometry:AnnularSector.__init__	improved	BN-09	crates/fmn-python/tests/bridge.py	builds the counter-oriented inner and outer boundaries with exact radii angles center fill and stroke defaults
manimlib.mobject.geometry:Annulus	improved	BN-09	crates/fmn-python/tests/bridge.py	is an authored VMobject ring whose inner native contour is counter-wound under nonzero fill
manimlib.mobject.geometry:Annulus.__init__	improved	BN-09	crates/fmn-python/tests/bridge.py	preserves inner and outer radii center fill and stroke defaults through the native full-turn builder
manimlib.mobject.geometry:Arc	improved	BN-09	crates/fmn-library/tests/geometry_parity.rs	uses one output-scale arc-density rule that is never coarser
manimlib.mobject.geometry:Arc.__init__	improved	BN-09	crates/fmn-python/tests/bridge.py	constructs checked native arc geometry with the exact public signature and one governed density rule
manimlib.mobject.geometry:Arc.get_arc_center	same	scripts/manim_ref/manimlib/mobject/geometry.py	crates/fmn-python/tests/bridge.py	intersects the first live transformed quadratic normals through the native geometry kernel
